City,Region,tif_count,Latitude,Longitude,Road Density
Enid,NORTH AMERICA,0.74,36.43581081,-97.93806306,3259.18919
Ensenada,NORTH AMERICA,0.91,31.89010989,-116.6437729,10898.9011
Entebbe,AFRICA,0.704365365,0.156535249,32.47278874,499.7630612
Enterprise,NORTH AMERICA,0.43,31.36046512,-85.88953488,1688.093024
Enugu,AFRICA,47.1629823,6.606317273,7.724779494,148.5787917
Er Rachidia,AFRICA,0.63,31.98148148,-4.46957672,165.9523809
Erechim,SOUTH AMERICA,0.51,-27.58496732,-52.31045752,614.8823529
Eregli,ASIA,0.6,37.55,34.00833333,2081.616667
Erenhot,ASIA,0.21,43.66666667,111.9484127,1444.952383
Erfurt,EUROPE,1.43,51.02331002,10.99125874,3685.447553
Ergun Zuoqi,ASIA,0.44,50.83333333,121.4962121,853.8181813
Erie,NORTH AMERICA,2.1,42.14444444,-80.12380952,6172.847618
Ermoupoli,EUROPE,0.05,37.5,24.91666667,709
Ertis,ASIA,0.17,53.37254902,75.41666667,1869.647059
Erymentau,ASIA,0.19,51.66666667,73.07894737,3713.368418
Erzincan,ASIA,0.88,39.7907197,39.44886364,2911.193181
Erzurum,ASIA,0.75,39.94666667,41.22222222,3493.64
Esbjerg,EUROPE,0.95,55.53859649,8.400877193,4352.684213
Escanaba,NORTH AMERICA,0.28,45.7827381,-87.11011905,34750.96427
Escuinapa,NORTH AMERICA,0.05,22.88333333,-105.8333333,1257.199999
Escuintla,NORTH AMERICA,0.48,14.33333333,-90.82638889,686.1666666
Eseka,AFRICA,0.04,3.666666667,10.75,370
Esik,ASIA,0.41,43.40853659,77.42886179,4585.804878
Esil,ASIA,0.1,52,66.35833333,2157.300001
Eskisehir,ASIA,1.28,39.8203125,30.49414062,8246.242187
Esmeraldas,SOUTH AMERICA,0.39,0.987179487,-79.69871795,601.153846
Esperance,AUSTRALIA,0.18,-33.81944444,121.8333333,490.3333334
Esperanza,NORTH AMERICA,0.03,27.63888889,-110,2406.666673
Espungabera,AFRICA,0.01,-20.41666667,32.75,431
Esquel,SOUTH AMERICA,0.19,-42.85964912,-71.34649123,335.6842105
Essen,EUROPE,11.03666877,51.55954383,7.021802131,6930.231291
Estancia,SOUTH AMERICA,0.25,-11.21666667,-37.49666667,268.24
Esteli,NORTH AMERICA,0.19,13.14035088,-86.41666667,455.3157894
Etawah,ASIA,65.06641273,27.0908803,79.12057565,320.6174029
Eugene,NORTH AMERICA,2.78,44.10071942,-123.1214029,6227.118705
Eumseong,ASIA,0.06,36.98611111,127.6666667,824.3333331
Eureka,NORTH AMERICA,0.55,40.82727273,-124.1954545,4690.418182
Evanston,NORTH AMERICA,8.223328659,42.0908825,-87.85726789,12978.10023
Evansville,NORTH AMERICA,2.65,38.02484277,-87.5509434,5582.916982
Everett,NORTH AMERICA,6.064924758,47.88339792,-122.266588,8166.684364
Ewo,AFRICA,0.12,-0.833333333,14.75,276
Exeter,EUROPE,0.91,50.75,-3.547619048,4174.857143
Exmouth,AUSTRALIA,0.03,-21.91666667,114.0833333,254
Eyl,AFRICA,0.01,8,49.75,290
Eyumojok,AFRICA,0.26,5.833333333,8.926282051,182.6153846
Fada,AFRICA,0.01,17.25,21.58333333,123
Fairbanks,NORTH AMERICA,1.38,64.87801932,-147.7868357,2928.282607
Faisalabad,ASIA,52.71912326,31.39908968,73.12288979,899.2767461
Faizabad,ASIA,116.9278447,26.66499513,82.07834211,396.28797
Falfurrias,NORTH AMERICA,0.09,27.25,-98.16666667,960
Farafangana,AFRICA,0.05,-22.75,47.75,224.9999999
Farah,ASIA,0.45,32.41666667,62.07037037,430.8000001
Faranah,AFRICA,0.08,10.08333333,-10.75,566.0000001
Fargo,NORTH AMERICA,1.92,46.90842014,-96.84678819,6985.276041
Fargona,ASIA,8.2,40.47784553,71.76117886,254.6182927
Faribault,NORTH AMERICA,0.42,44.33333333,-93.33134921,3762.142857
Farmington,NORTH AMERICA,0.65,36.78717949,-108.2282051,2719.938462
Faro,EUROPE,0.29,37.08333333,-7.99137931,2514.758621
Fasa,ASIA,0.3,29,53.58333333,233.9999999
Fatehpur,ASIA,76.93433953,25.85836565,80.9790321,345.569413
Fayetteville1,NORTH AMERICA,4.37,35.10583524,-78.98855835,5699.782609
Fayetteville2,NORTH AMERICA,2.12,36.17531447,-94.19143082,4292.556603
Feira de Santana,SOUTH AMERICA,1.2,-12.19375,-38.98263889,4003.383334
Felipe Carrillo Puerto,NORTH AMERICA,0.09,19.61111111,-88.08333333,1116.666667
Fengcheng,ASIA,19.49022918,28.20238937,115.483629,865.0603958
Fengjie,ASIA,0.97,31.14604811,109.4278351,708.1134023
Fengshan,ASIA,3.273599716,22.68563217,120.3177058,6626.59302
Fengzhen,ASIA,0.87,40.49233716,113.1130268,1522.02299
Ferkessedougou,AFRICA,0.14,9.648809524,-5.25,239.5
Fernandopolis,SOUTH AMERICA,0.5,-20.24666667,-50.28666667,326.4000001
Ferrara,EUROPE,0.97,44.89862543,11.56701031,2225.340205
Ferrenafe,SOUTH AMERICA,0.15,-6.583333333,-79.83333333,838
Feyzabad,ASIA,0.11,37.16666667,70.53030303,690.0000008
Fez,AFRICA,1.67,34.06836327,-5.038922156,222.1856286
Fianarantsoa,AFRICA,1.54,-21.43235931,47.01785714,250.2597402
Filadelfia,SOUTH AMERICA,0.11,-22.33333333,-60.08333333,1687
Finnsnes,EUROPE,0.07,69.25,17.91666667,704
Firozabad,ASIA,30.76364681,27.27246841,78.50275301,313.5553783
Flagstaff,NORTH AMERICA,0.68,35.24509804,-111.6629902,3708.235294
Flensburg,EUROPE,1.04,54.82692308,9.386217949,4239.249999
Flin Flon,NORTH AMERICA,0.13,54.83333333,-101.9166667,307
Flint,NORTH AMERICA,5.14,43.06258106,-83.73735409,5966.003891
Florence1,NORTH AMERICA,1.15,34.22608696,-79.84202899,3722.930434
Florence2,NORTH AMERICA,0.77,34.87445887,-87.71103896,3282.259742
Florence3,EUROPE,6.17,43.88290113,11.07063749,2694.589951
Florencia,SOUTH AMERICA,0.28,1.663690476,-75.66666667,1041.035714
Flores,NORTH AMERICA,0.22,16.95833333,-89.94318182,541.2727269
Floriano,SOUTH AMERICA,0.19,-6.745614035,-43.08333333,357.7368421
Florianopolis,SOUTH AMERICA,0.49,-27.54761905,-48.56632653,2091.387756
Focsani,EUROPE,0.35,45.73095238,27.15,1524.514284
Foggia,EUROPE,0.47,41.5,15.5035461,4165.638298
Fond du Lac,NORTH AMERICA,0.72,43.82638889,-88.49074074,7906.166664
Fonte Boa,SOUTH AMERICA,0.09,-2.5,-66.14814815,10.8888889
Forbes,AUSTRALIA,0.08,-33.33333333,148,312.0000001
Formiga,SOUTH AMERICA,0.32,-20.41666667,-45.48697917,708.5937503
Formosa1,SOUTH AMERICA,0.8,-26.13229167,-58.225,557.1250001
Formosa2,SOUTH AMERICA,0.38,-15.5,-47.36403509,385.2631578
Forster-Tuncurry,AUSTRALIA,0.12,-32.16666667,152.5,613
Fort Chipewyan,NORTH AMERICA,0.1,58.75,-111.1916667,0
Fort Collins,NORTH AMERICA,2.97,40.54769921,-105.1170034,4434.666667
Fort Good Hope,NORTH AMERICA,0.01,66.33333333,-128.6666667,0
Fort Lauderdale,NORTH AMERICA,14.60959545,26.22581102,-80.25061562,13898.31455
Fort McMurray,NORTH AMERICA,0.74,56.74099099,-111.4313063,191.2702703
Fort Pierce,NORTH AMERICA,3.67,27.36103542,-80.38033606,7868.013623
Fort Resolution,NORTH AMERICA,0.030005951,61.24999576,-113.7222201,0.34279249
Fort Severn,NORTH AMERICA,0.01,56,-87.66666667,0
Fort Shevchenko,ASIA,0.03,44.58333333,50.25,2177.999996
Fort Simpson,NORTH AMERICA,0.02,61.91666667,-121.4166667,153
Fort Smith1,NORTH AMERICA,1.44,35.39641204,-94.42476852,6182.097221
Fort Smith2,NORTH AMERICA,0.05,60.06666667,-111.9166667,133.5999994
Fort St. John,NORTH AMERICA,0.46,56.27173913,-120.8822464,223.1304348
Fort Stockton,NORTH AMERICA,0.19,30.91666667,-102.9166667,2866
Fort Wayne,NORTH AMERICA,4.7,41.1322695,-85.18067376,6289.510638
Fort Yukon,NORTH AMERICA,0.06,66.58333333,-145.3055556,0
Fortaleza,SOUTH AMERICA,6.17,-3.782009724,-38.60291734,1451.294975
Fort-de-France,SOUTH AMERICA,0.84,14.66666667,-61.0922619,5310.714286
Foshan,ASIA,20.1873014,23.05941344,113.0306364,3865.270047
Foumban,AFRICA,0.18,5.75462963,10.83796296,366.5
Foz do Iguacu,SOUTH AMERICA,1.607410704,-25.49351711,-54.61354589,3513.270127
Franca,SOUTH AMERICA,1.26,-20.49470899,-47.43650794,1030.285714
Franceville,AFRICA,0.37,-1.583333333,13.56531532,234.1351351
Francistown,AFRICA,0.53,-21.13679245,27.48427673,469.9622641
Frankfort,NORTH AMERICA,0.72,38.24074074,-84.88888889,2628.430555
Frankfurt,EUROPE,15.74,50.12828251,8.522924608,4953.703304
Fredericksburg,NORTH AMERICA,2.31,38.32720058,-77.53823954,3780.025974
Fredericton,NORTH AMERICA,0.57,45.99561404,-66.67982456,718.6315788
Frederikshavn,EUROPE,0.37,57.49324324,10.47972973,4859.351347
Freeport1,NORTH AMERICA,0.99,29.05639731,-95.4503367,2989.181819
Freeport2,NORTH AMERICA,0.79,26.58333333,-78.69409283,262.0886076
Freetown,AFRICA,0.91,8.499084249,-13.27564103,12856.08792
Freiburg,EUROPE,1.57,48.05360934,7.797239915,3467.235669
Fresnillo,NORTH AMERICA,0.47,23.2429078,-102.9078014,6245.212763
Fresno,NORTH AMERICA,5.08,36.83070866,-119.8144685,8024.515748
Fria,AFRICA,0.17,10.41666667,-13.6127451,889.3529412
Frias,SOUTH AMERICA,0.13,-28.58333333,-65.16666667,615
Frolovo,EUROPE,0.42,49.8234127,43.60515873,334.1190476
Frontera,NORTH AMERICA,0.02,18.58333333,-92.66666667,1185
Frutal,SOUTH AMERICA,0.18,-20,-48.98148148,226.1111112
Ft. Dodge,NORTH AMERICA,0.37,42.55630631,-94.22747748,1896.648649
Ft. Myers,NORTH AMERICA,2.047653978,26.60327485,-81.88492302,6127.046821
Ft. Worth,NORTH AMERICA,15.49281659,32.8074329,-97.3006826,8696.681045
Fuan,ASIA,0.37,27.15540541,119.5878378,1143.405406
Fujin,ASIA,0.52,47.29166667,131.9887821,750.846154
Fukui,ASIA,0.97,36.1185567,136.1778351,858.773196
Fukuoka,ASIA,8.79,33.55204778,130.4286121,7253.096701
Fukushima,ASIA,1.52,37.81524123,140.4281798,711.1578948
Fulin,ASIA,0.01,29.41666667,102.6666667,253
Funchal,AFRICA,0.83,32.687751,-16.96485944,5639.385545
Funtua,AFRICA,1.67,11.53343313,7.292914172,184.9461077
Furth,EUROPE,1.869259004,49.51182909,10.9482861,5959.251888
Fushun,ASIA,3.893821749,41.89218725,123.83373,1568.345023
Fuxin,ASIA,3.44,42.07146318,121.6538275,1315.441861
Fuyang,ASIA,102.2693081,32.88804807,115.8179006,472.3726585
Fuyu,ASIA,1.87,45.21657754,124.7771836,934.3368985
Fuzhou,ASIA,3.13,26.11341853,119.2529286,12120.10544
Gaalkacyo,AFRICA,0.14,6.833333333,47.39880952,831.0714282
Gabes,AFRICA,1.2,33.94791667,10.03402778,269.8750001
Gaborone,AFRICA,0.92,-24.61322464,25.88134058,370.1195651
Gadsden,NORTH AMERICA,0.84,34.06349206,-86.05952381,4022.404762
Gafsa,AFRICA,0.57,34.45614035,8.744152047,265.1929823
Gagnoa,AFRICA,0.48,6.177083333,-6.001736111,1435.979166
Gainesville,NORTH AMERICA,2.31,29.6991342,-82.41702742,6570.813853
Galati,EUROPE,0.9,45.48703704,27.9712963,3411.266666
Galesburg,NORTH AMERICA,0.48,41,-90.41493056,4778.604167
Galle,ASIA,7.842995104,6.227989392,80.13678552,2750.269196
Gallup,NORTH AMERICA,0.38,35.58333333,-108.7697368,1801.921052
Galveston,NORTH AMERICA,0.48,29.32986111,-94.86111111,17938.79166
Galway,EUROPE,0.73,53.33333333,-9.099315069,3403.410959
Gamba,AFRICA,0.06,-2.583333333,9.916666667,49.00000006
Ganca,ASIA,1.04,40.72435897,46.32451923,270.1826923
Gandajika,AFRICA,0.24,-6.677083333,23.91666667,381.5
Gander,NORTH AMERICA,0.12,49,-54.59722222,74.16666679
Gandhinagar,ASIA,27.49,23.51094337,72.46040985,639.8759549
Gangneung,ASIA,0.63,37.7989418,128.8425926,3707.222223
Gangtok,ASIA,0.34,27.33823529,88.57107843,245.5882353
Gannan,ASIA,0.29,47.95977011,123.4597701,582.827586
Ganzhou,ASIA,5.64,25.82565012,114.7771868,2687.842197
Gao,AFRICA,0.22,16.32575758,-0.083333333,399.7272727
Garanhuns,SOUTH AMERICA,0.48,-8.852430556,-36.53125,303.6666667
Garca,SOUTH AMERICA,0.31,-22.16666667,-49.69354839,913.7741931
Garden City,NORTH AMERICA,0.37,38,-100.9031532,3319.648649
Gardiz,ASIA,0.38,33.63596491,69.17982456,356.2368421
Garissa,AFRICA,0.21,-0.416666667,39.58333333,436
Garoowe,AFRICA,0.04,8.416666667,48.41666667,598
Garoua,AFRICA,0.46,9.356884058,13.33876812,237.8043479
Gary,NORTH AMERICA,7.53047311,41.59171344,-87.4530898,7830.23849
Garzon,SOUTH AMERICA,0.63,2.263227513,-75.68121693,960.2698412
Gashua,AFRICA,0.08,12.91666667,11,457
Gaspe,NORTH AMERICA,0.08,48.86458333,-64.5,537.2500006
Gatchina,EUROPE,0.66,59.58712121,30.06818182,1227.378787
Gavle,EUROPE,1.94,60.71305842,17.08118557,1959.768041
Gawler,AUSTRALIA,1.331440605,-34.66590946,138.6353884,5382.892633
Gay,EUROPE,0.17,51.5,58.41666667,206
Gaya1,AFRICA,0.08,11.91666667,3.416666667,359
Gaya2,ASIA,58.79600967,24.92989167,85.16342611,323.8961448
Gaza,ASIA,1.09,31.56651376,34.43654434,7024.990825
Gaziantep,ASIA,1.22,37.10245902,37.34836066,11167.7705
Gbadolite,AFRICA,0.09,4.333333333,20.96296296,139.2222221
Gbarnga,AFRICA,0.11,7.037878788,-9.5,374.7272727
Gdansk,EUROPE,5.12,54.43994141,18.52197266,4422.111327
Gdynia,EUROPE,2.213693426,54.51975647,18.43070428,3950.522378
Gedaref,AFRICA,0.55,14.08030303,35.33333333,485.7454545
Geelong,AUSTRALIA,1.27,-38.10170604,144.3051181,652.3149603
Geita,AFRICA,0.02,-2.833333333,32.16666667,280.9999994
Gejiu,ASIA,0.28,23.41666667,103.0892857,622.7857144
Gelendzhik,ASIA,0.27,44.60802469,38.02160494,44.29629614
Gemena,AFRICA,0.52,3.290064103,19.74839744,258.0769231
Geneina,AFRICA,0.36,13.48842593,22.41666667,300.7499999
General Conesa,SOUTH AMERICA,0.05,-40.08333333,-64.5,513
General Guemes,SOUTH AMERICA,0.13,-24.63461538,-65.08333333,553.923077
General Pico,SOUTH AMERICA,0.3,-35.60555556,-63.79444444,454.9333334
General Roca,SOUTH AMERICA,0.06,-39,-67.66666667,1579
General Santos,MALAY ARCHIPELAGO,4.65,6.198028674,125.1222222,186.255914
Geneva,EUROPE,3.01,46.25498339,6.101328904,4780.205979
Genoa,EUROPE,2.33,44.48211731,8.879828326,3724.27468
Gent,EUROPE,6.964658898,51.06477746,3.74526398,4498.006067
George,AFRICA,0.72,-33.91898148,22.42476852,401.8611112
George Town1,NORTH AMERICA,0.02,19.33333333,-81.375,5227.000003
George Town2,ASIA,1.37,5.403892944,100.2487835,948.5182481
Georgetown1,SOUTH AMERICA,0.44,6.833333333,-58.19318182,105.2727273
Georgetown2,AUSTRALIA,0.02,-18.25,143.5,308
Georgievsk,EUROPE,0.49,44.19047619,43.42176871,128.4693878
Gera,EUROPE,1,50.92583333,12.02916667,3213.78
Geraldton1,AUSTRALIA,0.31,-28.72849462,114.5833333,405.3870968
Geraldton2,NORTH AMERICA,0.06,49.75,-87,268
Ghadamis,AFRICA,0.04,30.16666667,9.416666667,923
Ghanzi,AFRICA,0.09,-21.66666667,21.58333333,361
Ghardaia,AFRICA,0.38,32.51315789,3.640350877,152.6842104
Gharyan,AFRICA,0.09,32.22222222,13,2412.999999
Ghat,AFRICA,0.08,25,10.16666667,730.9999997
Ghaziabad,ASIA,18.06425894,28.65367472,77.40783229,2535.485449
Ghazni,ASIA,1.15,33.60942029,68.36666667,427.9739131
Gibraltar,EUROPE,0.94,36.20567376,-5.463652482,4848.680853
Giessen,EUROPE,1.03,50.6407767,8.64158576,4033.621359
Gifu,ASIA,8.813804976,35.41121253,136.7073952,6947.382015
Gijon,EUROPE,0.95,43.58070175,-5.724561404,5784.505261
Gila Bend,NORTH AMERICA,0.06,33,-112.75,710
Gilgit,ASIA,0.29,35.95114943,74.30172414,369.8620691
Gillette,NORTH AMERICA,0.57,44.33040936,-105.5380117,2987.350877
Gimbi,AFRICA,0.13,9.217948718,35.79487179,160.6923076
Gimli,NORTH AMERICA,0.08,50.66666667,-97,1270.999999
Gingin,AUSTRALIA,0.07,-31.33333333,115.8452381,262.8571431
Gingoog,MALAY ARCHIPELAGO,0.01,8.916666666,125.0833333,880.9999989
Girardot,SOUTH AMERICA,0.66,4.363636364,-74.83838384,912.7878788
Girga,AFRICA,7.633189421,26.246774,31.97765247,217.9109942
Gisborne,POLYNESIA,0.34,-38.6127451,177.9877451,2322.970588
Gitarama,AFRICA,17.41771565,-1.980585724,29.64841315,1296.347027
Gitega,AFRICA,28.49519865,-3.336839935,29.82083832,726.709729
Giyon,AFRICA,2.411109911,8.654300986,38.06349062,109.8359621
Gjovik,EUROPE,0.45,60.83333333,10.61111111,2964.666665
Gladstone,AUSTRALIA,0.31,-23.83333333,151.2204301,359.8064516
Glasgow1,NORTH AMERICA,0.07,48.25,-106.6666667,1027
Glasgow2,EUROPE,9.98,55.88627255,-4.268871076,6294.95491
Glazov,EUROPE,0.72,58.1712963,52.61458333,174.5555556
Glendale,NORTH AMERICA,8.896423582,33.62214854,-112.2933592,8849.92887
Glendive,NORTH AMERICA,0.18,47.16666667,-104.7592593,1592.666667
Glenwood Springs,NORTH AMERICA,0.18,39.58333333,-107.3657407,713.9444443
Gliwice,EUROPE,4.139234092,50.36388786,18.70509221,3400.577925
Goba,AFRICA,0.1,7.083333333,39.91666667,111
Gogrial,AFRICA,0.17,8.583333333,28.08333333,304.9999998
Goiana,SOUTH AMERICA,1.98,-7.483585859,-35.06060606,263.5959596
Goianesia,SOUTH AMERICA,0.26,-15.2724359,-49.16666667,312.7307692
Goiania,SOUTH AMERICA,8.42,-16.652019,-49.34293349,2269.382423
Gold Coast,AUSTRALIA,3.000000001,-27.97194444,153.3538889,687.1700001
Goldsboro,NORTH AMERICA,0.92,35.41757246,-78.00634058,4348.73913
Golela,AFRICA,0.06,-27.25,31.83333333,247
Golmud,ASIA,0.62,36.44354839,94.85483871,1352.161291
Golyshmanovo,ASIA,0.23,56.42028986,68.33333333,254.7391305
Goma,AFRICA,24.68355608,-1.674843185,29.46774185,959.8204865
Gombe,AFRICA,0.69,10.33574879,11.12681159,212.3188406
Gomez Palacio,NORTH AMERICA,1.009706186,25.61006651,-103.5363142,8220.100447
Gonaives,SOUTH AMERICA,0.45,19.5,-72.70555556,681.9333331
Gonbad-e Kavus,ASIA,0.64,37.29296875,55.1328125,167.8593754
Gonder,AFRICA,0.45,12.63148148,37.40925926,186.1777777
Goodland,NORTH AMERICA,0.1,39.41666667,-101.75,1417
Goondiwindi,AUSTRALIA,0.07,-28.5,150.25,414
Gorakhpur,ASIA,260.3159121,26.8018217,83.42749741,362.1098699
Gorgan,ASIA,1.3,36.90705128,54.41987179,269.0307691
Gorno Altaysk,ASIA,0.38,52,85.89692982,253.3157895
Gornyak,ASIA,0.14,51.03571429,81.41666667,319.2857142
Goroka,MELANESIA,0.2,-6.016666667,145.3333333,672
Gorontalo,MALAY ARCHIPELAGO,2.39,0.64818689,122.9065551,506.7615063
Gorzow Wielkopolski,EUROPE,0.89,52.76779026,15.19756554,1975.11236
Goteborg,EUROPE,6.65,57.73496241,11.93045113,4724.55188
Gottingen,EUROPE,1.15,51.59565217,9.877536232,3649.886956
Goulburn,AUSTRALIA,0.26,-34.70512821,149.6698718,460.8461539
Goulimine,AFRICA,0.22,29.01136364,-10.08333333,241.4545455
Goundam,AFRICA,0.06,16.45833333,-3.722222222,195.8333335
Goure,AFRICA,0.06,14,10.25,394.9999999
Governador Valadares,SOUTH AMERICA,0.82,-18.82520325,-42.00203252,1127.439024
Goya,SOUTH AMERICA,0.3,-29.09722222,-59.31388889,334.4666664
Goycay,ASIA,0.15,40.66666667,47.69444444,222.0000003
Graaff Reinet,AFRICA,0.08,-32.25,24.5,440.9999999
Grafton,AUSTRALIA,0.1,-29.66666667,152.9166667,385
Grahamstown,AFRICA,0.34,-33.25,26.5,384
Granada1,SOUTH AMERICA,0.18,11.99074074,-86,1481.999999
Granada2,EUROPE,1.65,37.21111111,-3.670707071,6181.430303
Grand Bassam,AFRICA,0.17,5.25,-3.769607843,810.9411761
Grand Canyon,NORTH AMERICA,0.02,36.08333333,-112.1666667,259
Grand Forks,NORTH AMERICA,0.73,47.95890411,-97.09474886,3728.89041
Grand Island,NORTH AMERICA,0.81,40.97016461,-98.40432099,3382.506172
Grand Junction,NORTH AMERICA,1.6,39.12083333,-108.58125,3494.76875
Grand Prairie1,NORTH AMERICA,7.823691554,32.71355509,-97.06506757,7953.935732
Grand Prairie2,NORTH AMERICA,0.66,55.20707071,-118.8396465,282.9999998
Grand Rapids,NORTH AMERICA,8.07,42.97593969,-85.70890128,6353.986369
Grand Turk,SOUTH AMERICA,0.04,21.5,-71.16666667,473
Granja,SOUTH AMERICA,0.04,-3.083333333,-40.85416667,303.5
Grants Pass,NORTH AMERICA,0.71,42.48004695,-123.3720657,2393.845069
Graz,EUROPE,2.99,47.07831661,15.40719064,4523.404683
Great Falls,NORTH AMERICA,1,47.55083333,-111.3225,3065.039999
Greeley,NORTH AMERICA,1.17,40.4494302,-104.7692308,4409.521368
Green Bay,NORTH AMERICA,3.08,44.54112554,-88.0741342,6718.301947
Green River,NORTH AMERICA,0.17,41.56862745,-109.5,1558.35294
Greeneville,NORTH AMERICA,1.19,35.62114846,-77.41386555,4075.218487
Greenock,EUROPE,0.76,56,-4.800438597,3707.513157
Greensboro,NORTH AMERICA,6.378145254,36.08276257,-79.929553,6412.158833
Greenville1,NORTH AMERICA,0.56,33.4360119,-91.08333333,4065.553573
Greenville2,NORTH AMERICA,6.46,34.87938596,-82.36726006,5877.142415
Greenville3,AFRICA,0.06,5.083333333,-9.083333333,605.0000003
Grenoble,EUROPE,2.77,45.25631769,5.666666667,3992.158844
Griffith,AUSTRALIA,0.14,-34.25,146,374
Groningen,EUROPE,1.39,53.2559952,6.534772182,5686.410073
Grootfontein,AFRICA,0.11,-19.5,18.08333333,292
Groznyy,EUROPE,3.22,43.33980331,45.63405797,234.7080745
Grudziadz,EUROPE,0.8,53.53229167,18.734375,2272.012501
Gryazi,EUROPE,0.38,52.51973684,39.89692982,156.8684209
Guadalajara1,NORTH AMERICA,6.87,20.69092673,-103.3899806,11159.45706
Guadalajara2,EUROPE,0.31,40.67204301,-3.225806452,2784.774194
Guaira,SOUTH AMERICA,0.17,-24.06372549,-54.29411765,367.4705884
Guajara-Miram,SOUTH AMERICA,0.4,-10.7625,-65.38541667,192.8
Gualeguay,SOUTH AMERICA,0.17,-33.08333333,-59.33333333,438
Gualeguaychu,SOUTH AMERICA,0.31,-32.98655914,-58.58333333,628.4193549
Guamuchil,NORTH AMERICA,0.28,25.5,-108.1160714,2849.821428
Guanajuato,NORTH AMERICA,0.36,21.0787037,-101.3148148,2367.055556
Guanambi,SOUTH AMERICA,0.34,-14.16666667,-42.82843137,372.1176471
Guanare,SOUTH AMERICA,0.5,9.083333333,-69.79166667,393
Guangshui,ASIA,6.049458341,31.54189195,114.0260124,505.4866784
Guangyuan,ASIA,3.22,32.43322981,105.7810559,1471.478261
Guangzhou,ASIA,97.51233631,22.97447796,113.2644995,3058.026642
Guanhaes,SOUTH AMERICA,0.12,-18.75,-42.99305556,312.9166667
Guantanamo,NORTH AMERICA,0.21,20.17063492,-75.25,3241.428572
Guaranda,SOUTH AMERICA,0.01,-1.583333333,-79.08333333,954
Guarapuava,SOUTH AMERICA,0.61,-25.33606557,-51.50136612,1084.491803
Guaratingueta,SOUTH AMERICA,1.93,-22.74784111,-45.23488774,321.9792746
Guasave,NORTH AMERICA,0.76,25.62938596,-108.4846491,2540.868422
Guasdualito,SOUTH AMERICA,0.22,7.257575758,-70.75,425.4545455
Guatemala,NORTH AMERICA,5.09,14.64079895,-90.58611657,7678.958742
Guaxupe,SOUTH AMERICA,0.39,-21.25,-46.75,2180
Guayaquil,SOUTH AMERICA,2.66,-2.115914787,-79.9552005,9772.575188
Guaynas,NORTH AMERICA,0.27,27.97839506,-110.9382716,4673.000004
Gubakha,EUROPE,0.12,58.91666667,57.56944444,319.5
Gubkin,EUROPE,0.01,51.33333333,37.33333333,117
Guide,ASIA,0.08,36.08333333,101.40625,913.9999989
Guider,AFRICA,0.49,9.99829932,13.88435374,239.2448978
Guiglo,AFRICA,0.13,6.583333333,-7.538461539,396.9230769
Guilin,ASIA,4.99,25.33867735,110.2167669,2889.677355
Guines,NORTH AMERICA,0.11,22.89393939,-82.08333333,1396.90909
Guiyang,ASIA,4.43,26.63299473,106.67231,3046.688488
Gujranwala,ASIA,61.69797099,32.17172587,74.04297284,200.5994227
Gujrat,ASIA,49.77930552,32.81478008,73.8096648,216.6723567
Gulbarga,ASIA,1.38,17.3852657,76.78743961,439.6594203
Gulfport,NORTH AMERICA,1.512312526,30.44366726,-89.13445193,6922.728613
Guliston,ASIA,0.69,40.53140097,68.74396135,388.1739131
Gulu,AFRICA,0.76,2.811403509,32.24671053,254.0394736
Gunnedah,AUSTRALIA,0.13,-30.91666667,150.2115385,414.692308
Gunnison,NORTH AMERICA,0.11,38.58333333,-106.9924242,1127.545455
Gunsan,ASIA,1.15,36.0115942,126.673913,4317.313043
Guntur,ASIA,15.66044179,16.32603905,80.28041053,385.8878315
Gurgaon,ASIA,45.55527048,28.32129645,76.93169594,1249.321218
Gurupi,SOUTH AMERICA,0.26,-11.66666667,-49.09935897,407.4999998
Guryevsk,ASIA,0.43,54.33333333,85.90891473,131.9767442
Gusau,AFRICA,0.72,12.22569444,6.638888889,154.5694445
Gusinoozyorsk,ASIA,0.19,51.33333333,106.5,136.9999998
Guwahati,ASIA,5.64,26.13031915,91.55954492,269.1702128
Guymon,NORTH AMERICA,0.17,36.75,-101.5,1911.999998
Gwadar,ASIA,0.03,25.16666667,62.25,67
Gwalior,ASIA,3.63,26.29499541,78.12764004,600.3966942
Gwanda,AFRICA,0.03,-20.91666667,28.97222222,334.666666
Gwangju,ASIA,4.32,35.19058642,126.8053627,5023.342592
Gweru,AFRICA,0.6,-19.41666667,29.76944444,570.8833333
Gyeongju,ASIA,0.53,35.89779874,129.1666667,2884.603772
Gympie,AUSTRALIA,0.21,-26.16666667,152.6388889,306.9999999
Gyor,EUROPE,0.83,47.73594378,17.61144578,3263.46988
Gyumri,ASIA,0.55,40.83333333,43.81363636,344.3454548
Gyzlarbat,ASIA,0.2,39,56.25,1388.999999
Ha Giang,ASIA,0.13,22.8525641,104.9166667,564.9230767
Ha Tinh,ASIA,0.96,18.40711806,105.8263889,1007.0625
Haarlem,EUROPE,2.39,52.4693166,4.603556485,6629.163181
Hachinohe,ASIA,0.98,40.56717687,141.4566327,683.2142859
Hachioji,ASIA,12.20767582,35.65386395,139.3282652,8794.530269
Hadiboh,AFRICA,0.03,12.66666667,54,142
Haeju,ASIA,0.67,38.07960199,125.6542289,3017.134327
