City,Region,tif_count_2000,tif_count_2021,Latitude,Longitude,2000 Population,2021 Population,Population Change
Shemonaikha,ASIA,19,19,50.63640351,81.90964912,27331.99994,14631.99999,-12699.99995
Shendi,AFRICA,45.99999999,45.99999999,16.69003623,33.41413043,65230.99994,162894.9998,97663.99988
Shenyeng,ASIA,1346,1346,41.7684683,123.3859151,4592781.999,5840572.997,1247790.998
Shenzhen,ASIA,2310.825237,2325.818538,22.70933691,114.0222673,4185068.86,14191510.17,10006441.31
Shepparton,AUSTRALIA,32,32,-36.37604167,145.3992187,29229.99998,28694.99996,-535.0000132
Sherbrooke,NORTH AMERICA,170,170,45.39848039,-71.92759804,120797.9999,141367.9999,20570.00003
Sherlovaya Gora,ASIA,1.999999998,1.999999998,50.53333333,116.2958333,21.00000105,1379.999991,1358.99999
Sherman,NORTH AMERICA,66,66,33.64823232,-96.61515152,32848.99999,40486.99997,7637.999984
Shieli,ASIA,26,26,44.1625,66.73365385,26885.99995,37266.99993,10380.99998
Shihezi,ASIA,357,357,44.33671802,86.01580299,558882.9999,272465,-286418
Shijianzhuang,ASIA,17895.06362,17895.06362,38.20539953,115.0093334,14408873.41,16974271.98,2565398.572
Shilka,ASIA,21.99999999,21.99999999,51.85871212,116.0295455,3950.999989,8386.999974,4435.999985
Shillong,ASIA,287,287,25.5014518,91.83655633,336636.9997,499972.9996,163335.9998
Shimanovsk,ASIA,33,33,52.00176768,127.6727273,17452.99996,14141.99998,-3310.999982
Shimoga,ASIA,301,301,13.91085271,75.64526578,597511.9999,483643.9996,-113868.0003
Shimonoseki,ASIA,119.9999999,119.9999999,34.00402778,130.958125,347230.9995,202662.9998,-144567.9997
Shinyanga,AFRICA,103,103,-3.661326861,33.45768608,26465.99999,107744,81277.99999
Shira,ASIA,1,1,54.49166667,89.95833333,193.9999982,579.9999969,385.9999987
Shiraz,ASIA,279,279,29.62634409,52.51505376,1415997,1647453.999,231456.9997
Shishmaref,NORTH AMERICA,2,1.999999992,66.25833333,-166.0791667,0,327.9999987,327.9999987
Shishou,ASIA,229,229,29.68417031,112.469869,227576.9996,224594.9998,-2981.999863
Shiyan,ASIA,186.0578207,186.0578207,32.61709307,110.8081363,415116.1822,623927.9434,208811.7612
Shizuishan,ASIA,16,16,39.24322917,106.7661458,124882.9996,66427.99988,-58454.99974
Shizuoka,ASIA,222.9999999,223,34.99768311,138.4174141,818660.9994,573902.9996,-244757.9998
Shkoder,EUROPE,25.99999999,25.99999999,42.0724359,19.51025641,149540.9999,89804.99993,-59735.99993
Sholapur,ASIA,144,144,17.67175926,75.90324074,730783.9997,996244.9997,265461
Shonzhy,ASIA,10,10,43.54,79.4625,8083.999981,9053.999983,970.0000026
Shostka,EUROPE,57,57,51.87967836,33.47880117,68436.99995,64952.99995,-3484.000004
Shouzhou,ASIA,205,205,39.35406504,112.4643902,141960.9997,277972.9997,136012
Shreveport,NORTH AMERICA,327,327,32.48154944,-93.74212538,214444.9999,223854.9999,9409.999972
Shu,ASIA,49.99999999,49.99999999,43.6135,73.76566667,45283.99998,40535.99994,-4748.000038
Shuangcheng,ASIA,103,103,45.38082524,126.2992718,188477.9998,191458.9998,2980.999988
Shulan,ASIA,63,63,44.41812169,126.9468254,94762.99986,103599.9998,8836.99996
Shumen,EUROPE,34.99999999,34.99999999,43.27690476,26.93309524,85636.99995,52487.99997,-33148.99998
Shumerlya,EUROPE,33,33,55.5,46.41313131,38752.99997,27150.99997,-11602
Shuya,EUROPE,62,62,56.85551075,41.36639785,59044.99996,45424.99996,-13619.99999
Shuyang,ASIA,7235.149535,7235.149535,34.10156097,118.5936619,4861989.976,4320195.085,-541794.891
Shwebo,ASIA,37.00000001,37.00000001,22.58265766,95.69481982,42048.99986,106014.9999,63966.00003
Shymkent,ASIA,225,225,42.31574074,69.62792593,489325.9999,866600.9996,377274.9997
Si Racha,ASIA,5.999999978,5.999999987,13.16666667,100.9291667,9840.999902,13477.99989,3636.999986
Sialkote,ASIA,3860.215683,3860.215683,32.44511222,74.59169455,2559432.795,3441217.204,881784.4086
Siauliai,EUROPE,96,96,55.93359375,23.30512153,146215.9999,95512.99993,-50702.99997
Sibay,EUROPE,36,36,52.71921296,58.66134259,61500.99997,58695.99993,-2805.000037
Sibiti,AFRICA,4.999999999,4.999999999,-3.686666667,13.35166667,186.9999996,37567.9999,37380.9999
Sibiu,EUROPE,64,64,45.79466146,24.14609375,171148.9999,159411.9999,-11736.99997
Sibolga,MALAY ARCHIPELAGO,146.9999999,150.9999999,1.648517897,98.84636465,10782.99999,221429.9999,210646.9999
Sibu,MALAY ARCHIPELAGO,65,65,2.291923077,111.8407692,225552.9999,243319.9999,17766.99998
Sibut,AFRICA,9.999999997,9.999999997,5.735,19.08,447.9999999,27613.99993,27165.99993
Sica Sica,SOUTH AMERICA,2.000000001,2.000000001,-17.32916667,-67.74166667,127.9999997,937.9999989,809.9999992
Sicuani,SOUTH AMERICA,11,11,-14.26212121,-71.23333333,1284.999999,16986.99998,15701.99999
Sidi bel Abbes,AFRICA,53,53,35.19984277,-0.624842767,297741.9999,272258.9998,-25483.00011
Sidney,NORTH AMERICA,12,12,41.14305556,-102.9861111,4640.999995,5567.999994,926.9999988
Siedlce,EUROPE,65.00000001,65.00000001,52.17448718,22.27846154,84848.99998,79223.99996,-5625.000012
Siem Reap,ASIA,44.00000001,44.00000001,13.37897727,103.8554924,60042.99997,134546,74503.00007
Siena,EUROPE,36,36,43.32731481,11.3212963,57116.99996,47039.99994,-10077.00002
Siguiri,AFRICA,13,13,11.42820513,-9.178205128,386.9999999,115075,114688
Sikar,ASIA,916,916,27.72027838,75.14766194,792069.9989,894436.9989,102367
Sikasso,AFRICA,22,22,11.31856061,-5.676515152,122495,116097,-6398
Sikonge,AFRICA,4.000000001,4.000000001,-5.620833333,32.7625,147,2025.000017,1878.000017
Silchar,ASIA,3819.577109,3819.577109,24.72140865,92.36264501,4413800.9,5010219.841,596418.9416
Siliguri,ASIA,6713.592224,6713.592224,26.47775371,88.39903152,7260844.511,6074795.357,-1186049.154
Simao,ASIA,42,42,22.7843254,100.9628968,107388.9997,212801.9994,105412.9996
Simferopol,EUROPE,169,169,44.97273176,34.08096647,698652.9996,331550.9998,-367101.9998
Sincelejo,SOUTH AMERICA,50,50,9.310833333,-75.39516667,150309,252370,102061
Singapore,ASIA,499.9999999,533.9999999,1.362757898,103.8108237,3941751.997,5812841.997,1871090
Singaraja,MALAY ARCHIPELAGO,116.9999999,117,-8.107549858,115.1428063,131755.9995,240094.9997,108339.0001
Singida,AFRICA,18,18,-4.811574074,34.74027778,10222.99997,69817.99988,59594.99991
Singkawang,MALAY ARCHIPELAGO,22,22,0.912878788,108.9859848,36534.99999,127729.9999,91194.99994
Singleton,AUSTRALIA,6.999999998,6.999999998,-32.56547619,151.1702381,527.9999965,5452.99998,4924.999983
Sinnamary,SOUTH AMERICA,2.000000001,2.000000001,5.379166667,-52.95833333,36.9999999,1931.999992,1894.999992
Sinop,SOUTH AMERICA,19,19,-11.85657895,-55.50131579,1053.999999,27881.00006,26827.00006
Sinuiju,ASIA,35,35,40.0697619,124.4319048,17723.99998,67164.99988,49440.9999
Sioux City,NORTH AMERICA,123,123,42.50054201,-96.39397019,83727.99997,88684.99995,4956.999978
Sioux Falls,NORTH AMERICA,188,188,43.5391844,-96.74215426,117320,166271,48951.00001
Siping,ASIA,299,299,43.16937012,124.3542363,458359.9998,610598.9995,152238.9998
Siracusa,EUROPE,73.99999999,76.99999998,37.05640177,15.27555188,141059.9999,98639.9999,-42420.00003
Sirsa,ASIA,1362.598887,1362.598887,29.57598205,75.38524723,1168270.818,857037.518,-311233.3
Sisaket,ASIA,28,28,15.12321429,104.3261905,34639.99979,44413.99987,9774.000077
Sisophon,ASIA,18,18,13.59398148,102.9583333,9299.999982,54791.9999,45491.99991
Sitapur,ASIA,6561.380492,6561.380492,27.63746321,80.70102517,5849269.723,6227924.815,378655.092
Sitia,EUROPE,6.000000002,6.000000002,35.2125,26.09583333,980.0000009,5934.999969,4954.999968
Sitka,NORTH AMERICA,15.99999999,18.99999999,57.05857143,-135.3421429,6366.999981,6303.999987,-62.99999437
Sittwe,ASIA,23.99999996,23.99999999,20.146875,92.87708333,130761.9995,112168.9997,-18592.9998
Sivas,ASIA,56,56,39.75208333,37.003125,307914.9999,169240.9999,-138674
Siwa,AFRICA,17,17,29.20490196,25.52696078,1535.999999,14416.99999,12880.99999
Sixaola,SOUTH AMERICA,2.000228871,2.000228871,9.529167588,-82.62083381,153.0011439,449.0002277,295.9990838
Skagway,NORTH AMERICA,2.999999999,2.999999999,59.46388889,-135.3138889,39.00000016,672.9999981,633.9999979
Skelleftea,EUROPE,90.99999999,90.99999999,64.75741758,20.95540293,41140.99995,26382.99997,-14757.99997
Skien,EUROPE,151,151,59.16236203,9.633498896,88001.99992,66437.99996,-21563.99996
Skikda,AFRICA,126,128,36.87519685,6.948031496,426457.9997,299752.9997,-126705
Skopje,EUROPE,178,178,42.01142322,21.42607678,648193.9997,491804.9998,-156388.9998
Skovorodino,ASIA,20,20,53.9875,123.9375,3235.999994,5585.999986,2349.999992
Slantsy,EUROPE,22,22,59.11098485,28.07234848,13068.99997,10661.99998,-2406.999991
Slavgorod,ASIA,28,28,52.9985119,78.64077381,33380.99995,31642.99996,-1737.999997
Slavonski Brod,EUROPE,89,89,45.15308989,18.01385768,105852,62319.99996,-43532.00001
Slidell,NORTH AMERICA,126,126,30.2853836,-89.77830688,70716.99996,69842.99996,-874.0000028
Sligo,EUROPE,24,24,54.275,-8.478819444,11253.99999,14184.99999,2931
Sliven,EUROPE,35.99999999,35.99999999,42.67152778,26.32407407,96849.99983,77566.99985,-19282.99998
Slobodskoy,EUROPE,37.00000001,37.00000001,58.73130631,50.17274775,39212.99994,33350.99998,-5861.999961
Slupsk,EUROPE,74,74,54.47286036,17.01587838,105542,93963.99997,-11577.99999
Slyudyanka,ASIA,23,23,51.65978261,103.6956522,2158.999997,12439.99997,10280.99997
Smara,AFRICA,13,13,26.74871795,-11.68141026,540.0000001,73109.99995,72569.99995
Smithers,NORTH AMERICA,13,13,54.78397436,-127.1647436,363.9999995,5378.999985,5014.999986
Smithton,AUSTRALIA,6.999999997,6.999999997,-40.84166667,145.1178571,165.9999999,2925.999986,2759.999986
Smolensk,EUROPE,177,177,54.79613936,32.05918079,351461.9998,282973.9999,-68487.99987
Sobral,SOUTH AMERICA,19,19,-3.681140351,-40.35438596,133863.9998,143557.9999,9694.0001
Soc Trang,ASIA,643.6369018,643.6369018,9.559933955,105.9846518,627413.1798,661113.9186,33700.73888
Sochi,ASIA,57.99999994,57.99999996,43.60747126,39.73132184,348842.9995,141044.9998,-207797.9997
Socorro1,NORTH AMERICA,16,16,34.06822917,-106.9,7253.999988,8393.999995,1140.000007
Socorro2,SOUTH AMERICA,6,6,6.470833333,-73.2625,1837.999996,21410.99995,19572.99996
Sodankyla,EUROPE,27,27,67.42253086,26.5808642,1184.999998,2107.999997,922.9999986
Sodo,AFRICA,3011.278828,3011.278828,6.973178957,37.73630098,1638841.695,1804657.444,165815.7486
Sofia,EUROPE,344,344,42.68650678,23.32415213,916215.9997,1073905,157688.9999
Sogamoso,SOUTH AMERICA,24,24,5.721527778,-72.93888889,104385.9999,90859.99994,-13525.99998
Sohag,AFRICA,1334.008926,1334.008926,26.51520068,31.7307056,3381471.945,4187702.576,806230.6309
Sohano,MELANESIA,3.999999999,3.999999999,-5.416666667,154.6708333,2173.999978,6557.999958,4383.999981
Sokcho,ASIA,35.00000001,36,38.20516432,128.5694836,91152.99971,76706.99984,-14445.99987
Soke,ASIA,88,88,37.73645833,27.41496212,88746.99998,76020.99996,-12726.00001
Sokode,AFRICA,27,27,8.986419753,1.143518518,78111.99984,123997.9999,45886.00005
Sokol,EUROPE,54,54,59.46790123,40.10648148,35018.99997,18179.99999,-16838.99998
Sokolo,AFRICA,3,3,14.73611111,-6.122222222,1375.99999,10154.99992,8778.999935
Sokoto,AFRICA,369,369,12.94620596,5.23471093,621105.9992,982240.9996,361135.0004
Sol-lletsk,ASIA,35.99999999,35.99999999,51.17546296,54.98912037,3765,16996.00001,13231.00001
Soledad,SOUTH AMERICA,161.4824877,161.4824877,10.86401526,-74.79270275,233540.831,990111.9376,756571.1066
Solikamsk,EUROPE,122,122,59.67124317,56.73155738,104673.9999,97657.99993,-7015.999928
Solnechnogorsk,EUROPE,30,30,56.18555556,36.96972222,41957.99995,12040.99999,-29916.99996
Solwezi,AFRICA,15,15,-12.18055556,26.38444444,190.9999997,76344.99989,76153.99989
Son Tay,ASIA,742.7842502,742.7842502,21.08054351,105.5227425,820899.4041,1056700.575,235801.1707
Sonbong,ASIA,21.00000001,21.00000001,42.3452381,130.3865079,32707.99997,29480.99998,-3226.99999
Songea,AFRICA,24,24,-10.67326389,35.64791667,3432.999999,118846.9999,115413.9999
Songkhla,ASIA,31,31,7.243817204,100.536828,51931.99995,43482.99984,-8449.00011
Songo,AFRICA,7.999999998,7.999999998,-7.344791667,14.84375,704.9999994,24682.99994,23977.99994
Sonipat,ASIA,2401.559944,2401.559944,29.01470279,77.07014463,1470089.799,2342728.258,872638.4582
Sonson,SOUTH AMERICA,6.000000002,6.000000002,5.716666667,-75.3125,3033.999995,12017.99998,8983.999985
Sonsonate,NORTH AMERICA,93,93,13.73772401,-89.74641577,126265.9999,156947.9999,30681.99994
Sopur,ASIA,506.6283893,506.6283893,34.27486594,74.4563885,303687.9891,550469.3253,246781.3363
Sorocaba,SOUTH AMERICA,269,269,-23.48447955,-47.45963445,585408.9999,788989.9998,203580.9999
Sorong,MELANESIA,11.99999999,11.99999999,-0.880555556,131.2819444,1094,84585.99979,83491.99979
Soroti,AFRICA,2.000000002,2.000000002,1.716666667,33.5875,525.999998,1758.999991,1232.999993
Sosnogorsk,EUROPE,18,18,63.61064815,53.88240741,34056.99991,4399.999997,-29656.99992
Sotik,AFRICA,97,97,-0.677233677,35.14896907,47624.99984,71033.99991,23409.00007
Soubre,AFRICA,59,59,5.798587571,-6.58559322,16493.99998,122758.9999,106264.9999
Souk Ahras,AFRICA,48,48,36.29236111,7.956944444,130103.9999,177462.9998,47358.99993
Sousse,AFRICA,138,138,35.83792271,10.58466184,283200.9997,422414.9996,139213.9999
South Bend,NORTH AMERICA,378.2414987,378.2414987,41.7100027,-86.22766277,222350.4794,238315.6624,15965.18301
Southampton,EUROPE,289.3468705,290.3468705,50.92592244,-1.36185884,362295.931,438884.994,76589.06299
Southaven,NORTH AMERICA,171.1309006,171.1309006,34.99550955,-90.02731885,116018.4149,100569.0184,-15449.39649
Southend,EUROPE,550.100359,555.5164135,51.53905577,0.522007054,604555.9714,706904.3599,102348.3885
Southern Cross,AUSTRALIA,0.999999998,0.999999998,-31.225,119.3166667,56.99999932,268.9999968,211.9999974
Sovetsk1,EUROPE,26,26,55.08205128,21.88397436,41497.99997,34225.99998,-7271.999992
Sovetsk2,EUROPE,9.999999999,9.999999999,57.58666667,48.95583333,3011.999991,5625.999989,2613.999997
Soyo,AFRICA,12,12,-6.132638889,12.36458333,267.999999,146163.9999,145895.9999
Spanish Town,SOUTH AMERICA,119.3809305,119.3809305,17.99495621,-76.95023328,242843.7805,295212.2173,52368.4368
Spartanburg,NORTH AMERICA,256,256,34.9648112,-81.95712891,104755,131592.9999,26837.99996
Sparti,EUROPE,9.999999998,9.999999998,37.07833333,22.42416667,716.9999986,14496.99997,13779.99997
Spassk Dalniy,ASIA,66.00000001,66.00000001,44.59558081,132.802904,52872.99996,45466.99996,-7406.000003
Spencer,NORTH AMERICA,20,20,43.14791667,-95.15041667,8076.99999,10114.99999,2037.999997
Split,EUROPE,128.9999998,130.9999999,43.53480769,16.4500641,289590.9999,243275.9998,-46315.00005
Spokane,NORTH AMERICA,475,475,47.68092982,-117.3486842,310569.9999,392689.9999,82119.99995
Spring Hill,NORTH AMERICA,223,223,28.48374439,-82.55160688,83074.99997,114224.9999,31149.99997
Springbok,AFRICA,2.999999999,2.999999999,-29.66388889,17.87777778,4.000000113,3498.999983,3494.999983
Springfield1,NORTH AMERICA,292,292,37.19172374,-93.29129566,169861,243247.9999,73386.99998
Springfield2,NORTH AMERICA,179,179,39.78943203,-89.66233706,128345,142505,14160
Springfield3,NORTH AMERICA,115,115,39.93934783,-83.80507246,78519.99998,73578.99997,-4941.000013
Springfield4,NORTH AMERICA,637,637,42.11231031,-72.56648352,402474.9999,430682.9998,28207.99994
Springfield5,NORTH AMERICA,68.94385984,68.94385984,44.05668812,-122.9832858,53700.11119,59327.84721,5627.736025
Springs,AFRICA,155.1693326,155.1693326,-26.26208527,28.41177678,290541.4346,286285.8538,-4255.580792
Srinagar,ASIA,4090,4090,33.96832315,74.81267522,2913067.999,5332401.995,2419333.997
St. Anthony,NORTH AMERICA,1.000000002,1.000000002,51.38333333,-55.59166667,23.99999991,142.0000002,118.0000003
St. Augustine,NORTH AMERICA,124,136,29.86054487,-81.32012821,65508.99995,78194.99995,12686
St. Charles1,NORTH AMERICA,1006.93614,1006.93614,38.70766612,-90.55579651,596155.4062,726157.3911,130001.9849
St. Charles2,NORTH AMERICA,88.00000001,88.00000001,38.62945076,-76.9188447,55313.99997,60835.99997,5521.999996
St. Cloud,NORTH AMERICA,152,152,45.5754386,-94.19199561,82902.99996,103878,20974.99999
St. George,NORTH AMERICA,123,123,37.11131436,-113.5897696,46986.99996,105568.9999,58581.99997
St. John,NORTH AMERICA,114,114,45.28969298,-66.05928363,69228.99996,57205.99994,-12023.00002
St. JohnÛªs,NORTH AMERICA,175,175,47.56219048,-52.76585714,162424,138903.9999,-23520.00003
St. Joseph,NORTH AMERICA,136,136,39.7661152,-94.83045343,68269.99998,75333.99996,7063.999976
St. Louis,NORTH AMERICA,2454,2454,38.64579258,-90.38055556,1806398,1904523.999,98125.99983
St. Paul,NORTH AMERICA,995.6795087,995.6795087,44.92840371,-93.06895493,644999.6067,786382.2868,141382.68
St. Petersburg1,NORTH AMERICA,709.552185,764.5521851,27.87754285,-82.73273662,815693.9666,836299.7012,20605.73464
St. Petersburg2,EUROPE,1484,1486,59.89712963,30.35284231,4238443.999,4064291.999,-174151.9999
St.-Benoit,AFRICA,11,11,-21.04621212,55.70909091,1227.999996,10080.99998,8852.999982
St.-Brieuc,EUROPE,100,100,48.50975,-2.751583333,98021.99993,46255.99995,-51765.99998
St.-Denis,AFRICA,63.00000001,63.00000001,-20.90132275,55.47103175,64626.9998,115041.9999,50415.0001
St.-Jerome,NORTH AMERICA,118,118,45.80324859,-74.0134887,75887.99997,82616.99996,6728.999989
Stamford,NORTH AMERICA,871.1522291,887.2635945,41.08970193,-73.65812667,668404.9069,765707.5979,97302.69101
Standerton,AFRICA,18,18,-26.95138889,29.2412037,25711.99996,35795.99995,10083.99999
Stanley,SOUTH AMERICA,4.999999999,4.999999999,-51.69166667,-57.85833333,1.43E-08,936.9999988,936.9999988
Stara Zagora,EUROPE,34,34,42.42132353,25.62671569,145841.9998,106832.9999,-39008.99988
Staraya Russa,EUROPE,44.00000001,44.00000001,57.99602273,31.34753788,18768.99998,20966.99998,2197.999999
Starsy Oskol,EUROPE,89.99999999,89.99999999,51.3125,37.83537037,206845,79708.99992,-127136
State College,NORTH AMERICA,89,89,40.80187266,-77.8576779,64995.99997,98424.99992,33428.99995
Stavanger,EUROPE,92.67283823,92.67283824,58.96063856,5.698652834,127566.7461,111443.6039,-16123.14225
Stavropol,EUROPE,129,129,45.03540052,41.95930233,343126.9997,364255.9999,21129.00022
Stawell,AUSTRALIA,7.999999994,7.999999994,-37.05208333,142.7635417,902.9999947,3371.999987,2468.999992
Steinbach,NORTH AMERICA,15,15,49.53,-96.68944444,1932.999999,13095.99999,11162.99999
Steinkjer,EUROPE,29.99999997,29.99999999,64.03138889,11.48166667,7876.999988,5865.999993,-2010.999995
Stepanakert,ASIA,27,27,39.82746914,46.74969136,119171.9999,61257.99993,-57913.99993
Stephenville,NORTH AMERICA,21.99999997,21.99999998,48.55492424,-58.58787879,1673.999997,7657.999982,5983.999984
Sterlitamak,EUROPE,146,146,53.65605023,55.95450913,256547.9998,244091,-12456.99985
Stettler,NORTH AMERICA,14,14,52.32619048,-112.7166667,188.0000001,5877.999993,5689.999993
Stillwater,NORTH AMERICA,44,44,36.13693182,-97.06117424,30486.99998,43190.99996,12703.99998
Stockholm,EUROPE,1571,1576,59.33281962,18.04065247,1331288,1790028.999,458740.9998
Stoke,EUROPE,362,362,53.03763812,-2.188904236,387845.9997,412423.9998,24578.00005
Stony Rapids,NORTH AMERICA,0.999999999,0.999999999,59.25833333,-105.8416667,0,156.999999,156.999999
Stralsund,EUROPE,66,66,54.30467172,13.06805556,43576.99997,27940.99997,-15636
Strasbourg,EUROPE,352,352,48.5803267,7.749644886,615745.9998,409766.9997,-205979.0001
Streaky Bay,AUSTRALIA,0.999999999,0.999999999,-32.8,134.2083333,46.99999949,233.9999975,186.999998
Strezhevoy,ASIA,29,29,60.73218391,77.57672414,63604.99991,26753.99993,-36850.99998
Stuttgart,EUROPE,1175,1175,48.80425532,9.216368794,2002846.999,1585099.999,-417746.9999
Subotica,EUROPE,62,62,46.10362903,19.66061828,94851.99994,58681.99997,-36169.99996
Suceava,EUROPE,57,57,47.66505848,26.24722222,168002.9998,72060.99994,-95941.99985
Sucre,SOUTH AMERICA,42,42,-19.02638889,-65.26448413,185042,270921,85878.99999
Sudbury,NORTH AMERICA,146,146,46.48567352,-80.97648402,105170.9999,86707.99995,-18463
Suhar,ASIA,98.00000003,101,24.39644054,56.68819095,132804.9998,111839.9997,-20965.00003
Suihua,ASIA,163,163,46.64550102,126.9670245,346398.9999,308766.9998,-37632.00008
Suileng,ASIA,64.99999998,64.99999998,47.24307692,127.1173077,116888.9999,99730.99989,-17157.99999
Sukabumi,MALAY ARCHIPELAGO,1560.613918,1560.613918,-7.182343316,106.8510453,1682321.272,2298534.297,616213.0249
Sukhothai,ASIA,16,16,17.02083333,99.7484375,11097.99995,14216.99996,3119.000012
Sukhumi,ASIA,49.99999997,50.99999997,43.00948845,40.99851485,330138.9995,69058.99993,-261079.9996
Sukkur,ASIA,2805.130167,2805.130167,27.83623708,68.80568043,2232528.378,2050528.213,-182000.1649
Sullana,SOUTH AMERICA,29,29,-4.891666667,-80.6887931,67160.99993,135873,68712.00004
Sumbawanga,AFRICA,30.00000001,30.00000001,-7.939166667,31.60472222,4041.999992,102457.9999,98415.99994
Sumbe,AFRICA,2.999999994,2.999999989,-11.19722222,13.83611111,40.00000015,27266.99993,27226.99993
Sumenep,MALAY ARCHIPELAGO,2023.316024,2024.316024,-7.014092761,113.6110553,2147268.684,1660673.988,-486594.6961
Sumqayt,EUROPE,75.00000001,75.00000001,40.584,49.65866667,227977.9996,347580.9995,119602.9999
Sumter,NORTH AMERICA,101,101,33.92351485,-80.36938944,45727.99998,48641.99997,2913.999999
Sumy,EUROPE,99,99,50.91717172,34.79570707,274935.9998,198030.9999,-76904.99996
Sunbury,AUSTRALIA,16,16,-37.5734375,144.7166667,2407.999995,18007,15599
Sunchales,SOUTH AMERICA,13,13,-30.93846154,-61.55961538,10343.99999,15422.99999,5078.999998
Sunchon,ASIA,309,309,39.43476268,126.0561219,291154.9996,352422.9993,61267.99976
Sunderland,EUROPE,342.1850418,342.1850418,54.91872186,-1.442758068,454338.9128,428454.809,-25884.1038
Sundsvall,EUROPE,228.9999999,232,62.4411786,17.32993492,69098.99992,47849.99995,-21248.99997
Sungai Petani,ASIA,293.8440026,293.8440026,5.603866726,100.4727104,297537.1412,450181.1414,152644.0002
Sungaipenuh,MALAY ARCHIPELAGO,8.999999994,8.999999994,-2.058333333,101.3916667,831.9999987,42354.99988,41522.99988
Sunshine Coast,AUSTRALIA,126,126,-26.71924603,153.0917328,2172.999998,136772.9998,134599.9998
Suntar,ASIA,7.000000001,7.000000001,62.15952381,117.6321429,574.9999978,3158.999992,2583.999995
Superior,NORTH AMERICA,42.00000001,43,46.71401961,-92.09607843,22123.99998,24690.99998,2566.999997
Sur,ASIA,16,16.00000001,22.578125,59.509375,13128.99998,44242.99991,31113.99993
Surabaya,MALAY ARCHIPELAGO,18161.69942,18170.69942,-7.65046676,112.4329594,23239146.25,25916933.52,2677787.276
Surakarta,MALAY ARCHIPELAGO,14777.13828,14777.13828,-7.559735265,111.0512807,15836469.47,15210894.7,-625574.7708
Surat,ASIA,2668,2671,21.23238122,72.98573547,3670787.999,7243440.996,3572652.997
Surat Thani,ASIA,73,73,9.134931507,99.33458904,101804.9998,175281.9997,73476.99996
Surgut,ASIA,81.99999998,81.99999998,61.26443089,73.4129065,184719.9999,304068.9996,119348.9998
Surigao,MALAY ARCHIPELAGO,23,23,9.780072464,125.4728261,47384.9997,93970.99953,46585.99983
Surin,ASIA,45,45,14.90055556,103.4961111,83396.99968,54912.99986,-28483.99982
Surt,AFRICA,32,32,31.1953125,16.57057292,11657,43299.99995,31642.99996
Suva,MELANESIA,63.99999995,64.99999999,-18.10239018,178.4690568,212227.9999,177768.9999,-34458.99997
Suwalki,EUROPE,50.99999999,50.99999999,54.10310458,22.92810458,64489.99999,62462.99997,-2027.000021
Suwon,ASIA,1407.775972,1412.792419,37.11641841,127.0517197,2946180.121,5772722.182,2826542.061
Suzhou,ASIA,2116.203984,2116.203984,31.38074097,120.7181615,3017709.199,5256287.447,2238578.248
Svendborg,EUROPE,53.99999999,53.99999998,55.07222222,10.60108025,7948.999993,24699.99998,16750.99998
Svetogorsk,EUROPE,120,120,61.19944444,28.79236111,41578.99995,20059.99998,-21518.99997
Svobodnyy,ASIA,54,54,51.37530864,128.1350309,78985.99988,51903.9999,-27081.99998
Swakopmund,AFRICA,10.99999997,12.99999997,-22.66076389,14.52916667,4214.999999,24000.99997,19785.99997
Swan Hill,AUSTRALIA,15,15,-35.33888889,143.5466667,2775.999986,9899.999984,7123.999998
Swansea,EUROPE,332.9999999,334.9999999,51.64676896,-3.907098303,317879.9997,315810.9997,-2068.999978
Swellendam,AFRICA,10,10,-34.02166667,20.43583333,5889.99999,10664.99998,4774.999993
Swift Current,NORTH AMERICA,29,29,50.29022989,-107.8005747,2115.999998,15983.99999,13867.99999
Sydney1,AUSTRALIA,1967,1976,-33.83205681,151.0224575,3043164.999,4234800.998,1191635.998
Sydney2,NORTH AMERICA,64.99999999,65.99999999,46.13874046,-60.20133588,47945.99998,30482.99998,-17463
Syktyvkar,EUROPE,212,212,61.72134434,50.78368711,234232.9997,226867.9999,-7364.999833
Sylhet,ASIA,5703.659491,5703.659491,24.78548511,91.81531502,6256443.94,7157483.81,901039.8702
Syracuse,NORTH AMERICA,505,505,43.07844884,-76.14125413,359129.9999,396289.9998,37159.99992
Syzran,EUROPE,206,206,53.15416667,48.44300162,188286.9998,162396.9999,-25889.99991
Szczecin,EUROPE,231,231,53.47305195,14.53939394,357381.9999,347679.9998,-9702.00007
Szeged,EUROPE,134,134,46.27151741,20.14651741,164834.9999,149386.9999,-15448.00001
Szekesfehervar,EUROPE,82.99999999,82.99999999,47.19186747,18.41526104,110643.9999,84860.99994,-25782.99999
Szolnok,EUROPE,68.00000001,68.00000001,47.16764706,20.17708333,79471.99996,64320.99994,-15151.00003
Szombathely,EUROPE,66.99999999,66.99999999,47.23283582,16.62574627,89111.99997,71003.99995,-18108.00002
Tabora,AFRICA,47.00000001,47.00000001,-5.018439716,32.81524823,49727.99995,194214.9999,144486.9999
Tabriz,ASIA,183,183,38.07595628,46.293898,1628690,1596575,-32115.00018
Tabuk,ASIA,112,112,28.38325893,36.58191964,415002.9998,391007.9999,-23994.99989
Tacheng,ASIA,40.00000001,40.00000001,46.74708333,82.974375,87254.99996,64579.99995,-22675.00001
