City,Region,tif_count,Latitude,Longitude,Crop Land,Grazing Land,Area
Deming,NORTH AMERICA,0.240000192,32.3160048,-107.8055242,0.17442,0.233728874,24.42364043
Dengzhou,ASIA,58.77436605,32.77529099,111.9698252,0.425079898,0.144874857,6012.761279
Deniliquin,AUSTRALIA,0.070000056,-35.5000218,144.9165367,0.264929649,0.089833304,7.402340461
Denizli,ASIA,1.720001376,37.82608609,29.04895261,0.16549535,0.021422198,187.2948682
Denow,ASIA,2.670002136,38.3105345,67.84769152,0.414977916,0.022935869,292.6464363
Denpasar,MALAY ARCHIPELAGO,0.959368125,-8.610201094,115.1944678,0.282436558,0.05541731,83.50970066
Denton,NORTH AMERICA,1.70000136,33.22451559,-97.14754705,0.079807704,0.240479441,174.8113048
Denver,NORTH AMERICA,20.35001628,39.77338539,-105.0256757,0.031057575,0.102606243,2277.146497
Dera Ghazi Khan,ASIA,18.31820709,29.9451179,70.5830784,0.698962217,0.003495148,1818.520205
Dera Ismail Khan,ASIA,5.180461285,31.99680312,70.88854467,0.593305945,0.023082471,525.4136893
Derbent,EUROPE,0.359890688,42.09724701,48.2499087,0.167652207,0.053406493,41.72912133
Derzhavinsk,ASIA,0.170000136,51.1666102,66.26478126,0.048983096,0.280929902,23.30030313
Des Moines,NORTH AMERICA,4.910003928,41.65546921,-93.70247939,0.162238139,0.025348833,565.1627753
Desaguadero,SOUTH AMERICA,0.05000004,-16.5000294,-69.0833777,0.144279377,0.256266079,4.489157625
Dese,AFRICA,0.730000584,11.21349083,39.62664855,0.509890343,0.094569119,64.0342477
Detroit,NORTH AMERICA,47.23003778,42.5083616,-83.23588321,0.055812783,0.007155056,5509.903967
Devils Lake,NORTH AMERICA,0.170000136,48.1666114,-98.91668,0.215144573,0.117208825,21.91102877
Devonport,AUSTRALIA,0.269906456,-41.1666862,146.3301637,0.089743175,0.157910029,30.87416391
Deyang,ASIA,62.82993348,31.0610221,104.4780365,0.353714283,0.167647808,6309.248357
Dezful,ASIA,1.10000088,32.44999109,48.34771068,0.30769817,0.006313272,112.1257613
Dezhou,ASIA,45.6057623,37.68986285,116.2091457,0.382562489,0.138294823,4956.890127
Dhaka,ASIA,640.2401819,24.49571584,90.192393,0.608485325,0.028348197,60530.07429
Dhamar,ASIA,1.420001136,14.66666901,44.32451664,0.205375118,0.554579018,126.292714
Dhanbad,ASIA,122.469607,23.94024256,86.56264787,0.528065839,0.024942331,11527.83715
Dhule,ASIA,1.880001504,20.96675815,74.74775226,0.490113248,0.007226659,173.2130723
Diamantina,SOUTH AMERICA,0.080000064,-18.18745698,-43.66665299,0.005631688,0.204220753,7.248879267
Dibaya,AFRICA,0.010000008,-6.5000334,22.8332522,0.048906874,0.246289098,0.86616109
Dibrugarh,ASIA,0.840000672,27.50395482,94.89684636,0.471803464,0.017190587,81.47139377
Dickinson,NORTH AMERICA,0.30000024,46.91664841,-102.8333642,0.118517962,0.243104895,37.77565385
Dieppe,EUROPE,0.570000456,49.95471075,1.058470647,0.118465205,0.053351996,76.17457117
Diffa,AFRICA,0.10000008,13.333292,12.5832563,0.742599676,0.143221116,8.843204536
Digby,NORTH AMERICA,0.070000056,44.6666128,-65.83318314,0.034784842,0.005269754,8.463263826
Dijon,EUROPE,1.580001264,47.35652686,5.009513361,0.166725908,0.014620289,200.5515888
Dila,AFRICA,33.54466501,6.653976456,38.4371213,0.50755011,0.221463693,2906.081295
Dili,MALAY ARCHIPELAGO,0.320000256,-8.5000326,125.526034,0.03046782,0.016207855,27.84799036
Dillingham,NORTH AMERICA,0.040000032,59.0832737,-158.5000086,0,0,6.691548876
Dillon,NORTH AMERICA,0.090000072,45.2499459,-112.6666936,0.176040286,0.223592073,10.9948553
Dilolo,AFRICA,0.080000064,-10.66661907,22.3332524,0.176118359,0.039604014,7.005895523
Dimbokro,AFRICA,0.120000096,6.666692444,-4.7500701,0.285119454,0.407381811,10.39662399
Dimitrovgrad,EUROPE,0.70000056,54.25596062,49.55476192,0.031944465,0.047782824,103.0463831
Dindigul,ASIA,25.25631338,10.68412164,77.81224546,0.645179424,0.043327282,2211.511663
Dingzhou,ASIA,62.20700922,38.4407849,115.0052151,0.353969695,0.112341253,6830.894992
Diourbel,AFRICA,0.340000272,14.68385554,-16.26224334,0.434829934,0.168310527,30.24274177
Dire Dawa,AFRICA,0.490000392,9.66157355,41.81976593,0.044939727,0.389350679,42.76864004
Dirj,AFRICA,0.010000008,30.16709927,10.4165905,0,0.014576158,0.995320088
Divinopolis,SOUTH AMERICA,1.220000976,-20.1038302,-44.9330344,0.223067739,0.174766424,111.8296539
Diyarbakir,ASIA,1.390001112,37.97425411,40.14449775,0.214771785,0.070023961,151.656822
Djambala,AFRICA,0.080000064,-2.500035,14.7499221,0.014115155,0.628553066,6.891267809
Djanet,AFRICA,0.010000008,24.5832875,9.4165909,0,0,0.946115956
Djelfa,AFRICA,0.540000432,34.72223698,3.219171107,0.11579444,0.418840469,56.50453915
Djenne,AFRICA,0.020000016,13.9166251,-4.5834035,0.299006617,0.480356927,1.773067789
Djibouti,AFRICA,0.5000004,11.60165853,43.07833336,3.91E-06,0.49495734,43.92056003
Djougou,AFRICA,0.180000144,9.7499601,1.620499574,0.357263231,0,15.71483255
Dnipropetrovsk,EUROPE,4.070003256,48.51003587,34.96539998,0.081625708,0.010073827,528.2781433
Doba,AFRICA,0.10000008,8.68341226,16.8332546,0.163646199,0.68183949,8.704778741
Dobrich,EUROPE,0.30000024,43.6028312,27.78619426,0.29726584,0.084397825,35.63454142
Dodge City,NORTH AMERICA,0.35000028,37.81189744,-100.0761859,0.309825117,0.181283486,38.09793182
Dodoma,AFRICA,0.65000052,-6.116653789,35.70132854,0.358583781,0.463633503,56.26132806
Doha,ASIA,3.480002784,25.3230393,51.42818542,0.001602028,0.005952033,331.1951006
Dolbeau,NORTH AMERICA,0.260000208,48.9166111,-72.26283045,0.106900933,0.002829191,34.02520492
Dolinsk,ASIA,0.130000104,47.35908844,142.7498709,0.009842447,0.073415215,16.50498879
Dolo Bay,AFRICA,0.160000128,4.2499623,41.9999112,0.021371433,0.10698998,13.80593317
Dolores,SOUTH AMERICA,0.210000168,-36.2500215,-57.73805094,0.338602364,0.167527095,22.42683782
Dombarovskiy,ASIA,0.090000072,50.833277,59.4999042,0.032673308,0.273960516,12.24438422
Dondo1,AFRICA,0.2500002,-19.5833615,34.68675259,0.10039618,0.708306056,22.83914863
Dondo2,AFRICA,0.030000024,-9.6666988,14.4165889,0.058760681,0.679794736,2.618997732
Donegal,EUROPE,0.070000056,54.6666088,-8.1667354,0.006640683,0.246379243,10.41186943
Donetsk,EUROPE,7.810006248,48.0463003,37.7913987,0.072919891,0.009063107,1004.50922
Dong Hoi,ASIA,1.430001144,17.5425489,106.5110699,0.380300251,0.001050485,129.0338554
Dongola,AFRICA,0.05000004,19.2499563,30.4165825,0.270060154,0.293069066,4.555644914
Dortmund,EUROPE,16.30255405,51.54607929,7.448146889,0.071106664,0.003186662,2253.849465
Dosso,AFRICA,0.15000012,13.0832921,3.1665934,0.748637367,0.031149363,13.25062603
Dothan,NORTH AMERICA,1.220000976,31.26777068,-85.4521957,0.210688852,0.035216722,122.776129
Douala,AFRICA,1.55000124,4.098388298,9.681195054,0.092106783,0.019071062,133.7212084
Douglas1,NORTH AMERICA,0.30000024,31.54171525,-82.91109812,0.156353859,0.006287267,30.27893406
Douglas2,NORTH AMERICA,0.15000012,42.81671974,-105.4166965,0.046275314,0.426921687,17.58057293
Douglas3,EUROPE,0.270000216,54.20375281,-4.518536711,0.000184535,0.140474139,39.68669087
Douglas4,NORTH AMERICA,0.254807671,31.40406699,-109.5833615,0.049394704,0.353748327,25.67573614
Dourados,SOUTH AMERICA,0.840000672,-22.18155216,-54.83531386,0.240633024,0.437203674,78.09245524
Dover1,NORTH AMERICA,1.280001024,39.19595223,-75.57032162,0.249732571,0.054135572,142.0419714
Dover2,EUROPE,0.45000036,51.17036409,1.249975856,0.106442982,0.01838017,61.72232482
Drammen,EUROPE,1.630001304,59.80367618,10.03835617,0.031288429,0.00574433,278.477511
Dresden,EUROPE,6.830005464,51.0989554,13.68020045,0.119254125,0.014880637,935.1262947
Drobeta-Turnu Severin,EUROPE,0.380000304,44.6666128,22.60741776,0.224489753,0.065508556,45.94777342
Drogheda,EUROPE,0.30000024,53.7499425,-6.394421265,0.159195275,0.078016345,43.62305288
Drohobych,EUROPE,0.920000736,49.37496242,23.4827704,0.169555526,0.02028567,121.470631
Drummondville,NORTH AMERICA,0.80000064,45.91249319,-72.53956718,0.171693113,0.00073152,98.87311562
Dryden,NORTH AMERICA,0.180000144,49.8332774,-92.88423599,0.05050846,0.004061748,23.98958756
Dubayy,ASIA,5.2500042,25.31190695,55.33461665,0.005951999,0.000808691,499.6089212
Dubbo,AUSTRALIA,0.560000448,-32.19640632,148.5922713,0.2784178,0.12662752,56.97906249
Dublin1,NORTH AMERICA,0.540000432,32.5832843,-82.96294425,0.074952196,0.00974599,55.12247649
Dublin2,EUROPE,6.719838416,53.37052074,-6.323798127,0.021868852,0.012558958,981.2990953
Dubrovnik,EUROPE,0.30000024,42.70001768,18.0638889,0.018743219,0.153177526,35.10580556
Dubuque,NORTH AMERICA,0.830000664,42.55021802,-90.74395565,0.170472433,0.137723965,96.88646575
Dudinka,ASIA,0.220000176,69.41680579,86.16665702,0,0,53.82042033
Duisburg,EUROPE,9.675222674,51.48830445,6.665061063,0.062499216,0.003984149,1335.94644
Duitama,SOUTH AMERICA,0.220000176,5.844728329,-73.08331774,0.201438497,0.541683403,19.03036396
Duluth,NORTH AMERICA,1.120184385,46.84511006,-92.15860029,0.025951449,0.076875576,140.8356656
Duma,ASIA,2.040119836,33.59079706,36.38680953,0.367261619,0.059290112,210.6540877
Dumas,NORTH AMERICA,0.180000144,35.9166163,-102.0000312,0.182170648,0.388655622,19.11391443
Dumfries,EUROPE,0.470000376,55.10287762,-3.652462723,0.06411262,0.14893379,70.64247504
Dumyat,AFRICA,3.147073504,31.38238669,31.68686053,0.506790664,0,328.2225014
Dund-Us,ASIA,0.15000012,48.03898087,91.5832247,0,0.378208051,19.29093594
Dundalk,EUROPE,0.420000336,54.03576639,-6.428591262,0.06516746,0.125591513,61.48149405
Dundee,EUROPE,1.240000992,56.50068433,-2.996642049,0.040105269,0.019445502,193.2155882
Dundo,AFRICA,0.160000128,-7.3333664,20.76579574,0.035300652,0.502324605,13.88410543
Dunedin,POLYNESIA,0.860000688,-45.83625182,170.4554166,0.00209416,0.082567743,106.325643
Dunhua,ASIA,0.740000592,43.40762593,128.1891825,0.215483383,0.02161149,87.58843008
Dunhuang,ASIA,0.7500006,40.17220486,94.59446642,0.204635101,0.216527824,84.41865116
Duque de Caxias,SOUTH AMERICA,4.620422947,-22.72468546,-43.36571886,0.01520482,0.022378043,431.2076322
Durango1,NORTH AMERICA,1.110000888,24.07658026,-104.6921897,0.141948377,0.180578174,104.5894893
Durango2,NORTH AMERICA,0.340000272,37.32350842,-107.916687,0.063382281,0.012002993,36.77199429
Durazno,SOUTH AMERICA,0.190000152,-33.333356,-56.5833307,0.042199552,0.347743144,19.58220323
Durban,AFRICA,7.440005952,-29.79480171,30.89640314,0.050880095,0.073118984,738.087192
Durham,NORTH AMERICA,4.810003848,36.00901518,-78.97522613,0.082152918,0.094287183,511.4330514
Durres,EUROPE,0.560000448,41.35568665,19.44045341,0.148228365,0.031983342,64.16852661
Dushanbe,ASIA,6.170004936,38.58495765,68.82373313,0.223644723,0.042927712,678.8581504
Dyatkovo,EUROPE,0.35000028,53.65713462,34.3024422,0.050186084,0.011221515,50.75548559
Dzaoudzi,AFRICA,0.070000056,-12.7500309,45.2499099,0,0,6.177168088
Dzerzhinsk,EUROPE,2.420001936,56.29237904,43.4621168,0.057014227,0.048090739,374.8430425
Dzhankoy,EUROPE,0.420000336,45.74995863,34.351166,0.258759394,0.0560759,51.76127148
Dzuunharaa,ASIA,0.190000152,48.9166111,106.4165521,0,0.315427412,24.84802315
DÌùsseldorf,EUROPE,35.80713117,51.42059424,6.802559727,0.061616096,0.00341872,4936.863785
Eagle,NORTH AMERICA,0.010000008,64.8332714,-141.2500155,0,0,2.020198785
Eagle Pass,NORTH AMERICA,0.501406773,28.75995285,-100.5118614,0.104140806,0.286857067,49.19726871
East London,AFRICA,2.130001704,-32.93074722,27.79068352,0.041884485,0.118654375,218.4849634
Eastmain,NORTH AMERICA,0.019999406,52.2499431,-78.5833739,0,0.000337907,2.8101402
Eau Claire,NORTH AMERICA,1.240000992,44.85213574,-91.52621365,0.131679141,0.044377723,150.4126903
Ebolowa,AFRICA,0.15000012,2.927864495,11.08891441,0.554025709,0.173347104,12.92498271
Echuca,AUSTRALIA,0.180000144,-36.0833549,144.7178235,0.283605293,0.167414956,19.17729478
Ed Damazin,AFRICA,0.35000028,11.83331588,34.3332476,0.401409407,0.139860852,30.76921456
Ed Dueim,AFRICA,0.230000184,14.04352708,32.2499151,0.378649563,0.299085523,20.39893195
EdDamer,AFRICA,0.170000136,17.6373131,33.9165811,0.41382328,0.219892086,15.34713398
Edea,AFRICA,0.080000064,3.8332958,10.0832573,0.51211223,0.265316107,6.899588047
Edinburg,NORTH AMERICA,6.470005176,26.27382741,-98.24252945,0.225497691,0.245663705,620.7077475
Edinburgh,EUROPE,3.620002896,55.96590549,-3.219851657,0.060339518,0.028900757,555.9765989
Edirne,EUROPE,0.460000368,41.7210534,26.51812315,0.285109757,0.075330315,52.99657952
Edmonton,NORTH AMERICA,6.940005552,53.58488902,-113.5464695,0.09160606,0.000210675,1005.076189
Edmundston,NORTH AMERICA,0.460000368,47.43836277,-68.39670609,0.058501653,0.001368376,58.47002924
Egilsstadir,NORTH AMERICA,0.070000056,65.3332712,-14.4167329,0.003945584,0.067508663,14.39730261
Eindhoven,EUROPE,2.620002096,51.49524151,5.426537507,0.029141951,0.008214993,361.8018812
Eirunepe,SOUTH AMERICA,0.15000012,-6.594433362,-69.9167107,0.120589714,0.000676901,12.99589402
Ekibastuz,ASIA,0.470000376,51.75356178,75.27839707,0.015766578,0.047676883,65.29708506
El Alamein,AFRICA,0.040000032,30.8336475,28.9165831,0.01568238,0,4.008570051
El Arish,AFRICA,0.330000264,31.16159705,33.76529928,0.165185117,0,33.17219262
El Banco,SOUTH AMERICA,0.190000152,9.0439034,-74.0000424,0.041395138,0.679268399,16.55447667
El Bayadh,AFRICA,0.170000136,33.7499505,0.990208859,0.001648825,0.075609614,17.58081753
El Calafate,SOUTH AMERICA,0.110000088,-50.31812557,-72.3256831,0.000234123,0.064299649,14.83153338
El Carmen de Bolivar,SOUTH AMERICA,0.120000096,9.7499601,-75.1667086,0.112055685,0.651208261,10.47707649
El Centro,NORTH AMERICA,0.440000352,32.83141259,-115.5928054,0.319558975,0.009846968,45.04155173
El Daba,AFRICA,0.080000064,31.0832849,28.4165833,0.109122274,0,8.03374876
El Dorado1,NORTH AMERICA,0.430000344,33.24997363,-92.70540441,0.049403602,0.036016078,44.22931016
El Dorado2,SOUTH AMERICA,0.030000024,6.7499613,-61.666714,0,0,2.599506626
El Faiyum,AFRICA,2.840002272,29.37090141,30.80341744,0.524103455,0,280.3291493
El Fasher,AFRICA,0.530000424,13.66349618,25.3223069,0.111460367,0.317534267,46.92904929
El Fuerte,NORTH AMERICA,0.05000004,26.45023282,-108.6666952,0.174922115,0.310722926,4.804423216
El Giza,AFRICA,9.518328956,29.95896229,31.15538961,0.288939616,0,945.0452463
El Golea,AFRICA,0.160000128,30.64063704,2.8332602,0.024608316,0.056730419,15.99528252
El Jadida,AFRICA,0.529869751,33.2515959,-8.534557135,0.429766324,0.002820875,60.69974946
El Kef,AFRICA,0.210000168,36.21829961,8.6665912,0.516899905,0.029254633,22.38645628
El Kharga,AFRICA,0.240000192,25.4999538,30.4999158,0.239350409,0,22.8725642
El Maiten,SOUTH AMERICA,0.080000064,-42.0000192,-71.22893809,0.006724092,0.220064905,9.27018044
El Manaqil,AFRICA,0.380000304,14.30046272,32.94526963,0.675769377,0.113228127,33.74013798
El Mansura,AFRICA,3.520002816,31.07694926,31.39394615,0.511254806,0,353.5228929
El Manteco,SOUTH AMERICA,0.030000024,7.4166277,-62.5833803,0.125487507,0.329176954,2.603053474
El Minya,AFRICA,1.723254152,28.06271548,30.74819043,0.513366266,0,167.9820918
El Obeid,AFRICA,0.660000528,13.23358208,30.18181056,0.060092535,0.338469155,58.33427412
El Oued,AFRICA,0.70000056,33.38807408,6.834523828,0,0.443527175,72.11248362
El Paso,NORTH AMERICA,9.30000744,31.78987244,-106.4563598,0.060916739,0.173427548,941.1369263
El Qasr,AFRICA,0.030000024,25.7499537,28.8332498,0.269072891,0,2.864929525
El Suweis,AFRICA,0.890000712,30.00935844,32.47660229,0.032719582,0,88.41145032
El Tigre,SOUTH AMERICA,1.05000084,8.925413779,-64.26505949,0.071883508,0.406341054,91.4585565
El Tur,AFRICA,0.060000048,28.25011037,33.5832479,0.074704225,0,5.860818136
Elazig,ASIA,0.740000592,38.70838617,39.16331912,0.173729798,0.127930392,81.56039099
Elbasan,EUROPE,0.440000352,41.16473218,20.05681092,0.13430584,0.068634418,50.25615463
Elblag,EUROPE,0.630000504,54.20901025,19.36906916,0.103851679,0.032755207,92.60940191
Eldama Ravine,AFRICA,0.230000184,0.0832973,35.6665804,0.601690878,0.195389088,19.79282865
Eldorado,NORTH AMERICA,0.08000983,24.34387987,-107.4166957,0.348576048,0.211011321,7.556104589
Eldoret,AFRICA,1.180000944,0.559310355,35.2372969,0.62416155,0.122294679,101.5499587
Elgin,NORTH AMERICA,5.340521645,42.15368973,-88.34246011,0.141383531,0.04253661,619.4982004
Elista,EUROPE,0.370000296,46.3332788,44.21845151,0.122992518,0.207558816,46.09648037
Elk,EUROPE,0.380000304,53.84879321,22.32671605,0.042648183,0.009100188,55.39788389
Elkhart,NORTH AMERICA,2.963956123,41.70722776,-85.98897307,0.194100073,0.100242739,341.4253934
Elko,NORTH AMERICA,0.35000028,40.88819241,-115.8071465,0.047303582,0.274849524,39.81233331
Elmira,NORTH AMERICA,0.930000744,42.16490692,-76.8521563,0.079944881,0.039248579,107.9000678
Ely1,NORTH AMERICA,0.090000072,39.2872151,-114.9166927,0.007118291,0.268882482,10.00134392
Ely2,NORTH AMERICA,0.080000064,47.9166115,-91.91665782,0.004134645,0.005188173,10.26898244
Embi,ASIA,0.070000056,48.84542056,58.0832381,0.000698074,0.393627195,9.150172813
Embu,AFRICA,0.20000016,-0.5000358,37.4165797,0.482304346,0.249839478,17.21191985
Emden,EUROPE,0.660000528,53.417898,7.156524824,0.103520558,0.040900012,95.18618173
Emerald,AUSTRALIA,0.210000168,-23.49602035,148.1034809,0.392888391,0.247107776,19.71002536
Emmonak,NORTH AMERICA,0.010000008,62.8332722,-164.5833395,0,0,1.881855925
Emporia,NORTH AMERICA,0.360000288,38.44222094,-96.24073699,0.243117302,0.203777494,39.53668136
En Nuhud,AFRICA,0.190000152,12.7499589,28.39487287,0.149370815,0.359806016,16.75976983
Encarnacion,SOUTH AMERICA,1.525041979,-27.30604177,-55.92714904,0.119514263,0.256579428,147.7547144
Ende,MALAY ARCHIPELAGO,0.120000096,-8.833230522,121.5973027,0.098955047,0.010581039,10.45095898
Engels,EUROPE,0.930000744,51.51257949,46.08423622,0.085664604,0.013305126,128.502995
Enid,NORTH AMERICA,0.740000592,36.43582857,-97.93805594,0.352713499,0.062864787,79.12126832
Ensenada,NORTH AMERICA,0.910000728,31.89008256,-116.6437592,0.012862414,0.204461052,92.18770312
Entebbe,AFRICA,0.704365928,0.156545247,32.47275202,0.351738901,0.09702537,60.61482926
Enterprise,NORTH AMERICA,0.430000344,31.36051815,-85.88952873,0.210487577,0.029697371,43.31881495
Enugu,AFRICA,47.16302003,6.606314172,7.724778924,0.287882708,0.357030652,4085.553969
Er Rachidia,AFRICA,0.630000504,31.98148687,-4.469568895,0.058479286,0.483091499,63.88332385
Erechim,SOUTH AMERICA,0.510000408,-27.5849874,-52.31045849,0.188104238,0.27011324,49.54372908
Eregli,ASIA,0.60000048,37.55001698,34.00836191,0.306882235,0.044685966,65.0882428
Erenhot,ASIA,0.210000168,43.66668958,111.9485184,0,0,24.97584844
Erfurt,EUROPE,1.430001144,51.023297,10.99128387,0.04358025,0.012370727,195.4719032
Ergun Zuoqi,ASIA,0.440000352,50.833277,121.4962286,0,0.064093262,59.89417149
Erie,NORTH AMERICA,2.089859657,42.14393748,-80.12399235,0.085599051,0.06830063,243.5797371
Ermoupoli,EUROPE,0,,,0,0,5.419133546
Ertis,ASIA,0.170000136,53.37262657,75.4165645,0.097265511,0.198560255,24.49834367
Erymentau,ASIA,0.190000152,51.66661,73.07889942,0.045684297,0.267626746,26.33706082
Erzincan,ASIA,0.880000704,39.79074445,39.4488457,0.180204542,0.104380139,98.49367675
Erzurum,ASIA,0.7500006,39.94671862,41.22220453,0.164619884,0.119939241,84.14386526
Esbjerg,EUROPE,0.95000076,55.53861792,8.400881187,0.080358048,0.005422527,144.3252378
Escanaba,NORTH AMERICA,0.280000224,45.78280014,-87.11007656,0.021906666,0.02475735,34.53130631
Escuinapa,NORTH AMERICA,0.05000004,22.88346871,-105.833363,0.232628859,0.267776179,4.668662034
Escuintla,NORTH AMERICA,0.480000384,14.33330899,-90.82640968,0.22616429,0.122222673,42.62514752
Eseka,AFRICA,0.040000032,3.6666292,10.7499237,0.324608804,0.095269882,3.449210891
Esik,ASIA,0.410000328,43.40850924,77.42888443,0.01098617,0,48.5245062
Esil,ASIA,0.10000008,51.9999432,66.35833336,0.080221022,0.258345158,13.96322025
Eskisehir,ASIA,1.280001024,39.82032139,30.49413538,0.176108226,0.049452843,143.3216732
Esmeraldas,SOUTH AMERICA,0.390000312,0.987171067,-79.69873749,0.194256317,0.270550317,33.5662907
Esperance,AUSTRALIA,0.179855615,-33.81940579,121.8332799,0.112973596,0.144501776,18.65118565
Esperanza,NORTH AMERICA,0.030000024,27.63899861,-110.000028,0.218829377,0.365503462,2.912850332
Espungabera,AFRICA,0.010000008,-20.4166945,32.7499149,0.111522767,0.504208055,0.918464916
Esquel,SOUTH AMERICA,0.190000152,-42.85960851,-71.34648894,0.008316422,0.222471864,22.32421445
Essen,EUROPE,11.0366776,51.55955012,7.021801387,0.033905464,0.00095848,1526.282916
Estancia,SOUTH AMERICA,0.2500002,-11.21666038,-37.4966096,0.242021093,0.517395705,21.93581852
Esteli,NORTH AMERICA,0.190000152,13.14037473,-86.4167041,0.20759282,0.419695128,16.78676962
Etawah,ASIA,65.07646479,27.09080424,79.12058571,0.587173856,0.025249706,6288.118679
Eugene,NORTH AMERICA,2.780002224,44.10071594,-123.1214027,0.084320295,0.069129452,332.9140053
Eumseong,ASIA,0.060000048,36.98614493,127.6665436,0.180512886,0.000165079,6.459078974
Eureka,NORTH AMERICA,0.55000044,40.82722991,-124.1954525,0.018147958,0.07952316,62.50437341
Evanston,NORTH AMERICA,8.26333527,42.09084632,-87.85634419,0.001653826,7.05E-05,957.6256373
Evansville,NORTH AMERICA,2.65000212,38.02483793,-87.55094827,0.252027834,0.057931966,289.344309
Everett,NORTH AMERICA,6.06492961,47.88339947,-122.2665893,0.015081271,0.004070117,777.6312878
Ewo,AFRICA,0.120000096,-0.833369,14.75011693,0.041676609,0.647242355,10.3279145
Exeter,EUROPE,0.910000728,50.75001175,-3.547619804,0.164156868,0.049891021,123.6881975
Exmouth,AUSTRALIA,0.030000024,-21.9166939,114.0832157,0,0.497175934,2.783144423
Eyl,AFRICA,0.010000008,7.9999608,49.7499081,0,0.78605116,0.868970416
Eyumojok,AFRICA,0.260000208,5.833295,8.926264635,0.003362262,0,22.48829015
Fada,AFRICA,0.010000008,17.2499571,21.5832527,0,0,0.900784017
Fairbanks,NORTH AMERICA,1.380001104,64.87810547,-147.7868365,7.50E-05,0,279.2877612
Faisalabad,ASIA,52.71916544,31.39908944,73.12289546,0.653709161,0.000591589,5312.866549
Faizabad,ASIA,116.9279382,26.66499338,82.07834005,0.600898174,0.025118828,11256.14035
Falfurrias,NORTH AMERICA,0.090000072,27.2499531,-98.1666994,0.100208089,0.579450813,8.709968287
Farafangana,AFRICA,0.05000004,-22.7500269,47.7504557,0.057211788,0.369508174,4.668261907
Farah,ASIA,0.45000036,32.41662858,62.0703381,0.228436783,0.08719996,45.85309842
Faranah,AFRICA,0.080000064,10.0832933,-10.7500677,0.167687763,0.259762544,6.991562905
Fargo,NORTH AMERICA,1.920001536,46.90840244,-96.84678853,0.161991788,0.021296341,241.6545351
Fargona,ASIA,8.20000656,40.47784298,71.76117397,0.184647646,0.03385236,927.1061161
Faribault,NORTH AMERICA,0.420000336,44.3332796,-93.33135083,0.254424227,0.071573021,50.49755771
Farmington,NORTH AMERICA,0.65000052,36.78718337,-108.2282029,0.013759707,0.28420043,69.80804179
Faro,EUROPE,0.290000232,37.0832825,-7.991329436,0.188459593,0.103989795,31.26097989
Fasa,ASIA,0.30000024,28.9999524,53.58339568,0.144746148,0.140205713,29.50110694
Fatehpur,ASIA,76.93440107,25.85836756,80.97903386,0.602895003,0.023095188,7354.86453
Fayetteville1,NORTH AMERICA,4.370003496,35.10583557,-78.98856084,0.082296558,0.005487175,459.4584866
Fayetteville2,NORTH AMERICA,2.120001696,36.17533777,-94.19143113,0.259125661,0.148058011,225.8846453
Feira de Santana,SOUTH AMERICA,1.20000096,-12.19374743,-38.98265768,0.114039563,0.168324442,105.6680283
Felipe Carrillo Puerto,NORTH AMERICA,0.090000072,19.61121338,-88.0833701,0.045889769,0.035750142,8.220322496
Fengcheng,ASIA,19.49024477,28.20239035,115.4836379,0.381532867,0.228049274,1902.467067
Fengjie,ASIA,0.970000776,31.14601962,109.4278864,0.25671251,0.161554656,97.48962816
Fengshan,ASIA,3.273602335,22.68563518,120.3177461,0.138883147,0.22062195,305.2459045
Fengzhen,ASIA,0.870000696,40.49232095,113.1130578,0.114145126,0.348354095,98.38624387
Ferkessedougou,AFRICA,0.140000112,9.648855021,-5.2500699,0.253614376,0.534974994,12.21861905
Fernandopolis,SOUTH AMERICA,0.5000004,-20.24666667,-50.28664589,0.462533763,0.314083211,45.86972713
Ferrara,EUROPE,0.970000776,44.89862708,11.56701269,0.218575025,0.01672784,117.749322
Ferrenafe,SOUTH AMERICA,0.15000012,-6.5833667,-79.8333734,0.348570828,0.12900282,12.9953364
Feyzabad,ASIA,0.110000088,37.1666158,70.5305673,0.151846126,0.261203496,11.86940127
Fez,AFRICA,1.670001336,34.06838198,-5.038916685,0.25039064,0.003495134,173.4099868
Fianarantsoa,AFRICA,1.540001232,-21.43236182,47.01784891,0.129957006,0.549007906,142.4100601
Filadelfia,SOUTH AMERICA,0.110000088,-22.3333604,-60.0833813,0.535696548,0.306726765,10.23519986
Finnsnes,EUROPE,0.070000056,69.2499363,17.91681379,9.51E-07,2.71E-07,16.98918824
Firozabad,ASIA,30.76367142,27.27246881,78.50275219,0.600584822,0.020427583,2977.430283
Flagstaff,NORTH AMERICA,0.680000544,35.24507003,-111.6629813,0.006546633,0.03627218,71.61255454
Flensburg,EUROPE,1.040000832,54.82690969,9.38621505,0.098909973,0.025363739,155.2124449
Flin Flon,NORTH AMERICA,0.130000104,54.8332754,-101.9166738,0.011826572,0,19.39528462
Flint,NORTH AMERICA,5.140004112,43.0625796,-83.73735361,0.157601184,0.077462948,605.0201917
Florence1,NORTH AMERICA,1.15000092,34.22609341,-79.8420063,0.240288185,0.039765879,119.6238792
Florence2,NORTH AMERICA,0.770000616,34.87446729,-87.71102311,0.183699315,0.167504532,80.72989062
Florence3,EUROPE,6.170004936,43.8828953,11.07063416,0.113924955,0.014535626,736.1233723
Florencia,SOUTH AMERICA,0.280000224,1.663666894,-75.66664873,0.168157345,0.324882351,24.10510214
